"學年度","代碼","學校名稱","公/私立","縣市名稱","地址","電話","網址"
112,064624,市立汝鎏國小,公立,[06]臺中市,[428]臺中市大雅區秀山里平和路238號,(04)25661454,https://rles.tc.edu.tw
112,064625,市立陽明國小,公立,[06]臺中市,[428]臺中市大雅區秀山里秀山路365號,(04)25661554,https://ymies.tc.edu.tw
112,064626,市立潭子國小,公立,[06]臺中市,[427]臺中市潭子區中山路二段435號,(04)25324610,https://tzps.tc.edu.tw
112,064627,市立僑忠國小,公立,[06]臺中市,[427]臺中市潭子區中山路二段31號,(04)25324740,https://czes.tc.edu.tw
112,064628,市立東寶國小,公立,[06]臺中市,[427]臺中市潭子區雅潭路三段2號,(04)25324564,https://tbes.tc.edu.tw
112,064629,市立潭子區新興國小,公立,[06]臺中市,[427]臺中市潭子區潭興路一段25號,(04)25364571,https://hhes.tc.edu.tw
112,064630,市立外埔國小,公立,[06]臺中市,[438]臺中市外埔區外埔路878號,(04)26832865,https://wpes.tc.edu.tw
112,064631,市立安定國小,公立,[06]臺中市,[438]臺中市外埔區土城里土城西路55號,(04)26831446,https://ades.tc.edu.tw/
112,064632,市立鐵山國小,公立,[06]臺中市,[438]臺中市外埔區鐵山里長生路576號,(04)26835033,https://tsps.tc.edu.tw
112,064633,市立馬鳴國小,公立,[06]臺中市,[438]臺中市外埔區中山里東西巷13號,(04)26834114,https://mmps.tc.edu.tw
112,064634,市立水美國小,公立,[06]臺中市,[438]臺中市外埔區水美里二崁路390巷63號,(04)26876508,https://smes.tc.edu.tw
112,064635,市立東勢國小,公立,[06]臺中市,[423]臺中市東勢區廣興里第五橫街1號,(04)25873442,https://tses.tc.edu.tw
112,064636,市立中山國小,公立,[06]臺中市,[423]臺中市東勢區泰昌里中泰街88號,(04)25872471,https://csps.tc.edu.tw
112,064637,市立石城國小,公立,[06]臺中市,[423]臺中市東勢區茂興里石城街182巷26號,(04)25873152,https://sches.tc.edu.tw
112,064638,市立東勢區成功國小,公立,[06]臺中市,[423]臺中市東勢區慶東里東關路五段600號,(04)25852040,https://ckaps.tc.edu.tw
112,064639,市立石角國小,公立,[06]臺中市,[423]臺中市東勢區東坑路西盛巷22號,(04)25873011,https://sjps.tc.edu.tw
112,064640,市立中科國小,公立,[06]臺中市,[423]臺中市東勢區東崎路4段92巷16號,(04)25872534,https://ckees.tc.edu.tw
112,064641,市立新成國小,公立,[06]臺中市,[423]臺中市東勢區上城街260號,(04)25853447,https://tsces.tc.edu.tw
112,064642,市立明正國小,公立,[06]臺中市,[423]臺中市東勢區明正里東蘭路永盛巷57-1號,(04)25874455,https://mjes.tc.edu.tw
112,064643,市立石岡國小,公立,[06]臺中市,[422]臺中市石岡區石岡里石岡街123號,(04)25723006,https://skaps.tc.edu.tw
112,064644,市立土牛國小,公立,[06]臺中市,[422]臺中市石岡區土牛里豐勢路308號,(04)25816043,https://tnps.tc.edu.tw
112,064645,市立新社國小,公立,[06]臺中市,[426]臺中市新社區新社里興社街4段1巷2號,(04)25811204,https://hsps.tc.edu.tw
112,064646,市立新社區東興國小,公立,[06]臺中市,[426]臺中市新社區東興里興社街一段國校巷13號,(04)25811467,https://dxps.tc.edu.tw
112,064647,市立大南國小,公立,[06]臺中市,[426]臺中市新社區大南里興中街47號,(04)25811574,https://dnps.tc.edu.tw
112,064648,市立協成國小,公立,[06]臺中市,[426]臺中市新社區協成里興義街219號,(04)25813437,https://scps.tc.edu.tw/
112,064649,市立大林國小,公立,[06]臺中市,[426]臺中市新社區福興里美林38號,(04)25941995,https://dles.tc.edu.tw
112,064650,市立崑山國小,公立,[06]臺中市,[426]臺中市新社區崑山里崑南街崑崙巷5-2號,(04)25812496,https://ksps.tc.edu.tw/
112,064651,市立中和國小,公立,[06]臺中市,[426]臺中市新社區中和里中興街129號,(04)25931001,https://ches.tc.edu.tw
112,064652,市立清水國小,公立,[06]臺中市,[436]臺中市清水區光華路125號,(04)26222004,https://cses.tc.edu.tw
112,064653,市立西寧國小,公立,[06]臺中市,[436]臺中市清水區西寧里五權東路50號,(04)26222430,https://hnes.tc.edu.tw
112,064654,市立建國國小,公立,[06]臺中市,[436]臺中市清水區西社里建國路10號,(04)26262334,https://ggps.tc.edu.tw
112,064655,市立大秀國小,公立,[06]臺中市,[436]臺中市清水區武鹿里五權路336號,(04)26263754,https://dases.tc.edu.tw
112,064656,市立三田國小,公立,[06]臺中市,[436]臺中市清水區田寮里三田路4號,(04)26262400,https://stps.tc.edu.tw
112,064657,市立甲南國小,公立,[06]臺中市,[436]臺中市清水區菁埔里臨海路26號,(04)26261834,https://jnes.tc.edu.tw
112,064658,市立高美國小,公立,[06]臺中市,[436]臺中市清水區護岸路37號,(04)26112505,https://kmps.tc.edu.tw
112,064659,市立大楊國小,公立,[06]臺中市,[436]臺中市清水區楊厝里鱉海路325號,(04)26200634,https://dayes.tc.edu.tw/
112,064660,市立東山國小,公立,[06]臺中市,[436]臺中市清水區東山里神清路6之1號,(04)26200517,https://dsps.tc.edu.tw/
112,064661,市立梧棲國小,公立,[06]臺中市,[435]臺中市梧棲區民生街45號,(04)26562834,https://wcies.tc.edu.tw
112,064662,市立梧南國小,公立,[06]臺中市,[435]臺中市梧棲區草湳里文化路一段6號,(04)26567968,https://wnps.tc.edu.tw
112,064663,市立梧棲區中正國小,公立,[06]臺中市,[435]臺中市梧棲區福德里中央路二段15號,(04)26560844,https://ccps.tc.edu.tw
112,064664,市立永寧國小,公立,[06]臺中市,[435]臺中市梧棲區中央路一段160號,(04)26394234,https://ynps.tc.edu.tw
112,064665,市立大甲國小,公立,[06]臺中市,[437]臺中市大甲區文武里育德路233號,(04)26872048,https://tcps.tc.edu.tw
112,064666,市立德化國小,公立,[06]臺中市,[437]臺中市大甲區和平路290號,(04)26874602,https://dwps.tc.edu.tw
112,064667,市立大甲區文昌國小,公立,[06]臺中市,[437]臺中市大甲區育德路113號,(04)26872076,https://wcps.tc.edu.tw
112,064668,市立順天國小,公立,[06]臺中市,[437]臺中市大甲區經國路168號,(04)26872040,https://stgs.tc.edu.tw
112,064669,市立文武國小,公立,[06]臺中市,[437]臺中市大甲區武陵里文曲路61號,(04)26710928,https://wwps.tc.edu.tw
112,064670,市立日南國小,公立,[06]臺中市,[437]臺中市大甲區中山路二段568號,(04)26813704,https://rnes.tc.edu.tw
112,064671,市立東明國小,公立,[06]臺中市,[437]臺中市大甲區幸福里東明路93號,(04)26814404,https://dmes.tc.edu.tw
112,064672,市立華龍國小,公立,[06]臺中市,[437]臺中市大甲區日南里工二路1號,(04)26811270,https://hlps.tc.edu.tw
112,064673,市立西岐國小,公立,[06]臺中市,[437]臺中市大甲區西岐里順帆路96號,(04)26811747,https://hcps.tc.edu.tw
112,064674,市立東陽國小,公立,[06]臺中市,[437]臺中市大甲區甲東路520號,(04)26876823,https://dyaes.tc.edu.tw
112,064675,市立沙鹿國小,公立,[06]臺中市,[433]臺中市沙鹿區美仁里中正街3號,(04)26625014,https://sles.tc.edu.tw
112,064676,市立文光國小,公立,[06]臺中市,[433]臺中市沙鹿區斗潭路文光巷12號,(04)26352806,https://wkes.tc.edu.tw
112,064677,市立竹林國小,公立,[06]臺中市,[433]臺中市沙鹿區臺灣大道7段821號,(04)26620175,https://cles.tc.edu.tw
112,064678,市立北勢國小,公立,[06]臺中市,[433]臺中市沙鹿區六路里南陽路376號,(04)26315032,https://bses.tc.edu.tw
112,064679,市立公明國小,公立,[06]臺中市,[433]臺中市沙鹿區公明里忠貞路213號,(04)26150963,https://kmes.tc.edu.tw
112,064680,市立公舘國小,公立,[06]臺中市,[433]臺中市沙鹿區西勢里中航路2段1號,(04)26154353,https://kkps.tc.edu.tw/index.php
112,064681,市立鹿峰國小,公立,[06]臺中市,[433]臺中市沙鹿區鹿峰里星河路209號,(04)26224210,https://lfes.tc.edu.tw
112,064682,市立大安國小,公立,[06]臺中市,[439]臺中市大安區中庄里中山南路296號,(04)26713166,https://daes.tc.edu.tw
112,064683,市立三光國小,公立,[06]臺中市,[439]臺中市大安區龜殼里3鄰中松路297號,(04)26710148,https://skps.tc.edu.tw
112,064684,市立海墘國小,公立,[06]臺中市,[439]臺中市大安區海墘里大安港路1100號,(04)26876085,https://hices.tc.edu.tw
112,064685,市立大安區永安國小,公立,[06]臺中市,[439]臺中市大安區永安里東西四路二段252號,(04)26874931,https://yaps.tc.edu.tw
112,064686,市立龍山國小,公立,[06]臺中市,[434]臺中市龍井區中山一路一段6號,(04)26352454,https://lsps.tc.edu.tw
112,064687,市立龍井國小,公立,[06]臺中市,[434]臺中市龍井區龍西里龍門路51號,(04)26397131,https://ljes.tc.edu.tw
112,064688,市立龍津國小,公立,[06]臺中市,[434]臺中市龍井區龍津里中央路一段165巷50號,(04)26393394,https://lges.tc.edu.tw
112,064689,市立龍海國小,公立,[06]臺中市,[434]臺中市龍井區忠和里中央路3段206號,(04)26393334,https://lhes.tc.edu.tw
112,064690,市立龍港國小,公立,[06]臺中市,[434]臺中市龍井區麗水里三港路1號,(04)26395586,https://lgps.tc.edu.tw
112,064691,市立龍泉國小,公立,[06]臺中市,[434]臺中市龍井區龍泉里龍新路162號,(04)26353340,https://lces.tc.edu.tw
112,064692,市立龍峰國小,公立,[06]臺中市,[434]臺中市龍井區新庄里中沙路新庄仔巷2號,(04)26314707,https://lfps.tc.edu.tw
112,064693,市立烏日國小,公立,[06]臺中市,[414]臺中市烏日區中山路二段196號,(04)23381242,https://wres.tc.edu.tw
112,064694,市立僑仁國小,公立,[06]臺中市,[414]臺中市烏日區中山路一段341號,(04)23381241,https://cjes.tc.edu.tw
112,064695,市立喀哩國小,公立,[06]臺中市,[414]臺中市烏日區螺潭里溪南路二段370號,(04)23351016,https://kles.tc.edu.tw
112,064696,市立東園國小,公立,[06]臺中市,[414]臺中市烏日區溪南路一段238巷198號,(04)23353092,https://typs.tc.edu.tw
112,064697,市立溪尾國小,公立,[06]臺中市,[414]臺中市烏日區溪尾里溪岸路26號,(049)2523020,https://cwps.tc.edu.tw/
112,064698,市立旭光國小,公立,[06]臺中市,[414]臺中市烏日區健行路501號,(04)23381847,https://xkes.tc.edu.tw
112,064699,市立五光國小,公立,[06]臺中市,[414]臺中市烏日區光明里光明路40號,(04)23362276,https://wges.tc.edu.tw
112,064700,市立大肚國小,公立,[06]臺中市,[432]臺中市大肚區頂街里華山路77號,(04)26992016,https://ttes.tc.edu.tw
112,064701,市立瑞峰國小,公立,[06]臺中市,[432]臺中市大肚區太平路1號,(04)26911291,https://rfes.tc.edu.tw
112,064702,市立永順國小,公立,[06]臺中市,[432]臺中市大肚區永順里文昌路2段586號,(04)26992461,https://yses.tc.edu.tw
112,064703,市立追分國小,公立,[06]臺中市,[432]臺中市大肚區沙田路一段364號,(04)26932604,https://cfps.tc.edu.tw
112,064704,市立大忠國小,公立,[06]臺中市,[432]臺中市大肚區沙田路一段854巷24號,(04)26993693,https://dcps.tc.edu.tw
112,064705,市立大里國小,公立,[06]臺中市,[412]臺中市大里區新興路50號,(04)24066002,https://dlps.tc.edu.tw
112,064706,市立內新國小,公立,[06]臺中市,[412]臺中市大里區東昇里日新路8號,(04)24852863,https://nhps.tc.edu.tw
112,064707,市立崇光國小,公立,[06]臺中市,[412]臺中市大里區大明路181號,(04)24818836,https://cgps.tc.edu.tw
112,064708,市立塗城國小,公立,[06]臺中市,[412]臺中市大里區仁德里文化街120號,(04)24922935,https://tches.tc.edu.tw
112,064709,市立瑞城國小,公立,[06]臺中市,[412]臺中市大里區瑞城里美村街196號,(04)24924622,https://rces.tc.edu.tw
112,064710,市立竹仔坑國小,公立,[06]臺中市,[412]臺中市大里區健民里練武路67號,(04)24912342,https://jmps.tc.edu.tw
112,064711,市立草湖國小,公立,[06]臺中市,[412]臺中市大里區西湖里西湖路32號,(04)24953078,https://thes.tc.edu.tw
112,064712,市立霧峰國小,公立,[06]臺中市,[413]臺中市霧峰區中正路736號,(04)23393069,https://wfps.tc.edu.tw
112,064713,市立僑榮國小,公立,[06]臺中市,[413]臺中市霧峰區甲寅里民生路156號,(04)23335553,https://cres.tc.edu.tw
112,064714,市立四德國小,公立,[06]臺中市,[413]臺中市霧峰區四德路504號,(04)23393374,https://sdes.tc.edu.tw
112,064715,市立五福國小,公立,[06]臺中市,[413]臺中市霧峰區五福里新埔路239號,(04)23396119,https://wfups.tc.edu.tw
112,064716,市立萬豐國小,公立,[06]臺中市,[413]臺中市霧峰區萬豐里中正路224號,(04)23393417,https://wfes.tc.edu.tw
112,064717,市立峰谷國小,公立,[06]臺中市,[413]臺中市霧峰區峰谷里峰谷路496號,(04)23399271,https://fgps.tc.edu.tw
112,064718,市立桐林國小,公立,[06]臺中市,[413]臺中市霧峰區民生路675號,(04)23304311,https://tles.tc.edu.tw
112,064719,市立復興國小,公立,[06]臺中市,[413]臺中市霧峰區坑口里信義路50號,(04)23306075,https://fses.tc.edu.tw
112,064720,市立霧峰區光正國小,公立,[06]臺中市,[413]臺中市霧峰區豐正路566號,(04)23398687,https://kces.tc.edu.tw
112,064721,市立太平區太平國小,公立,[06]臺中市,[411]臺中市太平區中平里中興路35號,(04)22783631,https://tpes.tc.edu.tw
112,064722,市立宜欣國小,公立,[06]臺中市,[411]臺中市太平區新平路二段100號,(04)22701567,https://ysps.tc.edu.tw
112,064723,市立新光國小,公立,[06]臺中市,[411]臺中市太平區新興里新興路200號,(04)23956005,https://sges.tc.edu.tw
112,064724,市立坪林國小,公立,[06]臺中市,[411]臺中市太平區坪林里坪林路45號,(04)23927677,https://ples.tc.edu.tw
112,064725,市立光隆國小,公立,[06]臺中市,[411]臺中市太平區光隆里光興路487巷5號,(04)22713626,https://klps.tc.edu.tw
112,064726,市立黃竹國小,公立,[06]臺中市,[411]臺中市太平區黃竹里竹村路41號,(04)22715933,https://hjes.tc.edu.tw
112,064727,市立頭汴國小,公立,[06]臺中市,[411]臺中市太平區頭汴里北田路20號,(04)22703129,https://tbps.tc.edu.tw
112,064728,市立東汴國小,公立,[06]臺中市,[411]臺中市太平區東汴里山田路100號,(04)22702664,https://dbes.tc.edu.tw
112,064729,市立和平區和平國小,公立,[06]臺中市,[424]臺中市和平區南勢里東關路三段54號,(04)25941304,https://hpps.tc.edu.tw
112,064730,市立福民國小,公立,[06]臺中市,[426]臺中市新社區福興里福民16-7號,(04)25941147,https://fmes.tc.edu.tw/
112,064731,市立白冷國小,公立,[06]臺中市,[424]臺中市和平區天輪里東關路二路天輪巷42號,(04)25941184,https://plps.tc.edu.tw
112,064732,市立博屋瑪國小,公立,[06]臺中市,[424]臺中市和平區達觀里育英巷6號,(04)25911487,https://tges.tc.edu.tw
112,064733,市立中坑國小,公立,[06]臺中市,[424]臺中市和平區中坑里中坑巷41號,(04)25874992,https://zkes.tc.edu.tw
112,064734,市立平等國小,公立,[06]臺中市,[424]臺中市和平區中興路三段環山3巷35號,(04)25802204,https://pdes.tc.edu.tw
112,064735,市立德芙蘭國小,公立,[06]臺中市,[424]臺中市和平區博愛里東關路一段松鶴三巷10號,(04)25943446,https://baes.tc.edu.tw
112,064736,市立自由國小,公立,[06]臺中市,[424]臺中市和平區自由里東崎路二段49號,(04)25911342,https://yyps.tc.edu.tw
112,064737,市立梨山國(中)小,公立,[06]臺中市,[424]臺中市和平區梨山里福壽路10號,(04)25981510,https://lses.tc.edu.tw
112,064738,市立益民國小,公立,[06]臺中市,[412]臺中市大里區益民路二段48號,(04)24834970,https://ymes.tc.edu.tw
112,064739,市立槺榔國小,公立,[06]臺中市,[436]臺中市清水區中央路23-12號,(04)26562684,https://klnes.tc.edu.tw/
112,064740,市立建平國小,公立,[06]臺中市,[411]臺中市太平區精美路201號,(04)22779532,https://jpps.tc.edu.tw
112,064741,市立潭陽國小,公立,[06]臺中市,[427]臺中市潭子區潭陽路19號,(04)25382255,https://tyes.tc.edu.tw
112,064742,市立太平區中華國小,公立,[06]臺中市,[411]臺中市太平區大源路1-20號,(04)23920870,https://chps.tc.edu.tw
112,064743,市立九德國小,公立,[06]臺中市,[414]臺中市烏日區長春街300號,(04)23366540,https://jdps.tc.edu.tw
112,064744,市立中港國小,公立,[06]臺中市,[435]臺中市梧棲區大村里文明街100號,(04)26655929,https://ckps.tc.edu.tw
112,064745,市立東平國小,公立,[06]臺中市,[411]臺中市太平區中興東路213號,(04)22767834,https://dpps.tc.edu.tw
112,064746,市立文雅國小,公立,[06]臺中市,[428]臺中市大雅區文雅里中山北路235號,(04)25678823,https://wyes.tc.edu.tw
112,064747,市立新盛國小,公立,[06]臺中市,[423]臺中市東勢區新盛里新盛街342號,(04)25876642,https://ssps.tc.edu.tw
112,064748,市立大元國小,公立,[06]臺中市,[412]臺中市大里區現岱路60號,(04)24834568,https://dyps.tc.edu.tw
112,064749,市立吉峰國小,公立,[06]臺中市,[413]臺中市霧峰區吉峰里民生路349號,(04)23300893,https://jfes.tc.edu.tw
112,064750,市立新平國小,公立,[06]臺中市,[411]臺中市太平區樹孝路336巷9號,(04)23914533,https://spes.tc.edu.tw
112,064751,市立葫蘆墩國小,公立,[06]臺中市,[420]臺中市豐原區葫蘆墩一街250號,(04)25205136,https://hldes.tc.edu.tw
112,064752,市立永隆國小,公立,[06]臺中市,[412]臺中市大里區永隆五街2號,(04)24066637,https://yles.tc.edu.tw
112,064753,市立美群國小,公立,[06]臺中市,[412]臺中市大里區美群路99號,(04)24912129,https://mcps.tc.edu.tw
112,064754,市立吳厝國小,公立,[06]臺中市,[436]臺中市清水區吳厝里吳厝路35號,(04)26200864,https://wtes.tc.edu.tw
112,064755,市立山陽國小,公立,[06]臺中市,[432]臺中市大肚區榮華街630號,(04)26983117,https://syps.tc.edu.tw/
112,064756,市立立新國小,公立,[06]臺中市,[412]臺中市大里區立仁里立新街338號,(04)22769178,https://lishin.tc.edu.tw
112,064757,市立大德國小,公立,[06]臺中市,[435]臺中市梧棲區大村里文昌路343號,(04)26568928,https://ddps.tc.edu.tw
112,064758,市立車籠埔國小,公立,[06]臺中市,[411]臺中市太平區光明路10-2 號,(04)22763928,https://clpes.tc.edu.tw
112,064759,市立福陽國小,公立,[06]臺中市,[420]臺中市豐原區南陽路綠山巷83號,(04)25291101,https://fuyaes.tc.edu.tw
112,064760,市立頭家國小,公立,[06]臺中市,[427]臺中市潭子區得福街185號,(04)25325532,https://tjes.tc.edu.tw
112,064761,市立瑞井國小,公立,[06]臺中市,[432]臺中市大肚區瑞井里華山路680號,(04)26912550,https://rjps.tc.edu.tw
112,064762,市立東新國小,公立,[06]臺中市,[423]臺中市東勢區東蘭路1之1號,(04)25881083,https://tshes.tc.edu.tw
112,064763,市立光復國(中)小,公立,[06]臺中市,[413]臺中市霧峰區柳豐路535號,(04)23398419,https://kfjh.tc.edu.tw
112,064764,市立長億國小,公立,[06]臺中市,[411]臺中市太平區太平三街295號,(04)22737653,https://cyes.tc.edu.tw
112,064765,市立六寶國小,公立,[06]臺中市,[428]臺中市大雅區光復路15之2號,(04)25694858,https://lbes.tc.edu.tw
112,190601,國立臺中教大附小,公立,[19]臺中市,[404]臺中市北區民權路220號,(04)22224269,https://www.ntctcps.tc.edu.tw
112,191602,私立育仁國小,私立,[19]臺中市,[404]臺中市北區錦祥里雙十路二段50號,(04)22332133,https://www.yjes.tc.edu.tw
112,191604,私立慎齋小學,私立,[19]臺中市,[406]臺中市北屯區山西路二段270號,(04)22928199,https://www.sces.tc.edu.tw
112,191605,私立明道普霖斯頓小學,私立,[19]臺中市,[406]臺中市北屯區河北路三段16號,(04)22425588,https://www.fhbes.tc.edu.tw
112,191606,私立麗喆國(中)小,私立,[19]臺中市,[407]臺中市西屯區國安二路242巷199號,(04)24613099,https://www.ritz.tc.edu.tw
112,193601,市立中區光復國小,公立,[19]臺中市,[400]臺中市中區三民路二段148號,(04)22294174,https://gfes.tc.edu.tw
112,193602,市立臺中國小,公立,[19]臺中市,[401]臺中市東區臺中路153號,(04)22815103,https://tces.tc.edu.tw
112,193603,市立大智國小,公立,[19]臺中市,[401]臺中市東區大智路359號,(04)22825683,https://dzes.tc.edu.tw
112,193604,市立東區成功國小,公立,[19]臺中市,[401]臺中市東區旱溪西路一段300號,(04)22124224,https://ckes.tc.edu.tw
112,193605,市立進德國小,公立,[19]臺中市,[401]臺中市東區進化路135號,(04)22126834,https://jdes.tc.edu.tw
112,193606,市立力行國小,公立,[19]臺中市,[401]臺中市東區進化路223號,(04)23604412,https://lxes.tc.edu.tw
112,193607,市立樂業國小,公立,[19]臺中市,[401]臺中市東區樂業路60號,(04)22121293,https://lyes.tc.edu.tw
112,193608,市立忠孝國小,公立,[19]臺中市,[403]臺中市西區三民路一段171號,(04)22242161,https://jses.tc.edu.tw
112,193609,市立忠信國小,公立,[19]臺中市,[403]臺中市西區林森路155號,(04)23722866,https://zxes.tc.edu.tw
112,193610,市立大同國小,公立,[19]臺中市,[403]臺中市西區自由路一段138號,(04)22222311,https://dtes.tc.edu.tw
112,193611,市立忠明國小,公立,[19]臺中市,[403]臺中市西區臺灣大道二段556號,(04)23172860,https://zmes.tc.edu.tw
112,193612,市立西區中正國小,公立,[19]臺中市,[403]臺中市西區英才路423號,(04)23212041,https://cces.tc.edu.tw
112,193613,市立南區和平國小,公立,[19]臺中市,[402]臺中市南區復興路二段57號,(04)22613139,https://hpes.tc.edu.tw
112,193614,市立國光國小,公立,[19]臺中市,[402]臺中市南區國光路261號,(04)22872475,https://kkes.tc.edu.tw
112,193615,市立信義國小,公立,[19]臺中市,[402]臺中市南區五權南路325號,(04)22622005,https://xyes.tc.edu.tw
112,193616,市立北區太平國小,公立,[19]臺中市,[404]臺中市北區太平路74號,(04)22211101,https://tpes.tc.edu.tw
112,193617,市立北區中華國小,公立,[19]臺中市,[404]臺中市北區漢口路三段2號,(04)22979601,https://zhes.tc.edu.tw
112,193618,市立篤行國小,公立,[19]臺中市,[404]臺中市北區篤行路321號,(04)22013483,https://dxes.tc.edu.tw
112,193619,市立健行國小,公立,[19]臺中市,[404]臺中市北區健行路666號,(04)22038064,https://jxes.tc.edu.tw
112,193620,市立省三國小,公立,[19]臺中市,[404]臺中市北區崇德路一段107號,(04)22318092,https://sses.tc.edu.tw
112,193621,市立西屯國小,公立,[19]臺中市,[407]臺中市西屯區西屯路二段300號,(04)27013534,https://stes.tc.edu.tw
112,193622,市立西屯區泰安國小,公立,[19]臺中市,[407]臺中市西屯區環中路二段368號,(04)27017045,https://taes.tc.edu.tw
112,193623,市立大鵬國小,公立,[19]臺中市,[407]臺中市西屯區中平路268號,(04)22914655,https://dpes.tc.edu.tw
112,193624,市立西屯區永安國小,公立,[19]臺中市,[407]臺中市西屯區西屯路三段133號,(04)24624470,https://yaes.tc.edu.tw
112,193625,市立協和國小,公立,[19]臺中市,[407]臺中市西屯區協和里安和路99號,(04)23588022,https://xhes.tc.edu.tw
112,193626,市立大仁國小,公立,[19]臺中市,[407]臺中市西屯區重慶路200號,(04)23134545,https://dres.tc.edu.tw
112,193627,市立南屯國小,公立,[19]臺中市,[408]臺中市南屯區黎明路一段968號,(04)23894238,https://ntes.tc.edu.tw
112,193628,市立鎮平國小,公立,[19]臺中市,[408]臺中市南屯區黎明路一段425號,(04)24792122,https://zpes.tc.edu.tw
112,193629,市立文山國小,公立,[19]臺中市,[408]臺中市南屯區忠勇路97號,(04)23896934,https://wses.tc.edu.tw
112,193630,市立春安國小,公立,[19]臺中市,[408]臺中市南屯區春安路109號,(04)23894408,https://caes.tc.edu.tw
112,193631,市立黎明國小,公立,[19]臺中市,[408]臺中市南屯區黎明路二段555號,(04)22517363,https://lmes.tc.edu.tw
112,193632,市立北屯國小,公立,[19]臺中市,[406]臺中市北屯區進化北路2號,(04)22332110,https://ptes.tc.edu.tw
112,193633,市立僑孝國小,公立,[19]臺中市,[406]臺中市北屯區北屯路435號,(04)22447049,https://qxes.tc.edu.tw
112,193634,市立四張犁國小,公立,[19]臺中市,[406]臺中市北屯區后庄路910號(四張犁),(04)24227046,https://jres.tc.edu.tw
112,193635,市立松竹國小,公立,[19]臺中市,[406]臺中市北屯區昌平路二段12號,(04)22447043,https://szes.tc.edu.tw
112,193636,市立軍功國小,公立,[19]臺中市,[406]臺中市北屯區和平里軍福十三路300號,(04)24370696,https://jges.tc.edu.tw
112,193637,市立北屯區大坑國小,公立,[19]臺中市,[406]臺中市北屯區東山路二段112號,(04)22390748,https://dkes.tc.edu.tw
112,193638,市立逢甲國小,公立,[19]臺中市,[406]臺中市北屯區北坑巷60號,(04)22390047,https://fjes.tc.edu.tw
112,193639,市立建功國小,公立,[19]臺中市,[406]臺中市北屯區軍和街43號,(04)24367042,https://jkes.tc.edu.tw
112,193640,市立北屯區新興國小,公立,[19]臺中市,[406]臺中市北屯區新興路20號,(04)24258514,https://xxes.tc.edu.tw
112,193641,市立仁愛國小,公立,[19]臺中市,[406]臺中市北屯區四平路71號,(04)22923861,https://raes.tc.edu.tw
112,193642,市立立人國小,公立,[19]臺中市,[404]臺中市北區北平路一段60號,(04)22956975,https://lres.tc.edu.tw
112,193643,市立北屯區文昌國小,公立,[19]臺中市,[406]臺中市北屯區昌平路一段91號,(04)22361953,https://wces.tc.edu.tw
112,193644,市立大勇國小,公立,[19]臺中市,[403]臺中市西區忠明南路515號,(04)23755959,https://dyes.tc.edu.tw
112,193645,市立重慶國小,公立,[19]臺中市,[407]臺中市西屯區重慶路358號,(04)23123517,https://cges.tc.edu.tw
112,193646,市立南屯區東興國小,公立,[19]臺中市,[408]臺中市南屯區大隆路71號,(04)23276251,https://txes.tc.edu.tw
112,193647,市立文心國小,公立,[19]臺中市,[406]臺中市北屯區文心路四段575號,(04)22445906,https://wxes.tc.edu.tw
112,193648,市立四維國小,公立,[19]臺中市,[406]臺中市北屯區文心路四段956號,(04)22302319,https://swes.tc.edu.tw
112,193649,市立何厝國小,公立,[19]臺中市,[407]臺中市西屯區重慶路1號,(04)23166492,https://hces.tc.edu.tw
112,193650,市立國安國小,公立,[19]臺中市,[407]臺中市西屯區國祥街1號,(04)24621681,https://gaes.tc.edu.tw
112,193651,市立上石國小,公立,[19]臺中市,[407]臺中市西屯區西屯路二段上石南6巷25號,(04)27087412,https://hses.tc.edu.tw
112,193652,市立大新國小,公立,[19]臺中市,[408]臺中市南屯區文心路一段280號,(04)24716609,https://dses.tc.edu.tw
112,193653,市立陳平國小,公立,[19]臺中市,[406]臺中市北屯區陳平路58號,(04)22973558,https://cpes.tc.edu.tw
112,193654,市立賴厝國小,公立,[19]臺中市,[404]臺中市北區漢口路四段168號,(04)22302388,https://ltes.tc.edu.tw
112,193655,市立永春國小,公立,[19]臺中市,[408]臺中市南屯區永春東路288號,(04)24757468,https://yces.tc.edu.tw
112,193656,市立惠文國小,公立,[19]臺中市,[408]臺中市南屯區公益路二段300號,(04)22596907,https://hwes.tc.edu.tw
112,193657,市立樹義國小,公立,[19]臺中市,[402]臺中市南區福田路11號,(04)22657298,https://syes.tc.edu.tw
112,193658,市立東光國小,公立,[19]臺中市,[406]臺中市北屯區東光路926號,(04)24377215,https://dges.tc.edu.tw
112,193659,市立上安國小,公立,[19]臺中市,[407]臺中市西屯區上安路156號,(04)24527322,https://saes.tc.edu.tw
112,193660,市立仁美國小,公立,[19]臺中市,[406]臺中市北屯區崇德路三段568號,(04)24211136,https://jmes.tc.edu.tw
112,193661,市立長安國小,公立,[19]臺中市,[407]臺中市西屯區櫻花路18號,(04)23157600,https://chanes.tc.edu.tw
112,193662,市立惠來國小,公立,[19]臺中市,[407]臺中市西屯區文中路168號,(04)23176353,https://hles.tc.edu.tw
112,193663,市立大墩國小,公立,[19]臺中市,[408]臺中市南屯區向上路二段201號,(04)23816608,https://ddes.tc.edu.tw
112,193664,市立東海國小,公立,[19]臺中市,[407]臺中市西屯區國際街75號,(04)23509797,https://dhes.tc.edu.tw
